query_id,doc_id,relevance,score,topic,term1,term2,relatedness_level
q_001116,d_000328,0.9,0.9,all nations have a right to nuclear weapons,nuclear,fusion fuel,high
q_001116,d_000428,0.8,0.8,all nations have a right to nuclear weapons,nuclear,iran's nuclear program,high
q_001116,d_000547,0.7,0.7,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear,north korean,high
q_001116,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear,nuclear weapons,high
q_001116,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear,nuclear weapons,high
q_001117,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear arms race,nuclear weapons,high
q_001117,d_000863,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear arms race,us,high
q_001118,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear bomb,nuclear weapons,high
q_001119,d_000079,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear disarmament,bombs,high
q_001119,d_000215,0.7,0.7,all nations have a right to nuclear weapons,nuclear disarmament,developing nuclear weapons,high
q_001119,d_000536,0.8,0.8,all nations have a right to nuclear weapons,nuclear disarmament,nations,high
q_001119,d_000549,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear disarmament,nuclear arms race,high
q_001119,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear disarmament,nuclear weapons,high
q_001119,d_000560,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear disarmament,nuclear weapons,high
q_001120,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear explosion,nuclear weapons,high
q_001121,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear explosive devices,nuclear weapons,high
q_001121,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear explosive devices,nuclear weapons,high
q_001122,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear material,nuclear weapons,high
q_001123,d_000214,0.8,0.8,all nations have a right to nuclear weapons,nuclear power,deterrence,high
q_001123,d_000552,0.8,0.8,all nations have a right to nuclear weapons,nuclear power,nuclear explosive devices,high
q_001123,d_000560,0.9,0.9,all nations have a right to nuclear weapons,nuclear power,nuclear weapons,high
q_001123,d_000688,0.9,0.9,all nations have a right to nuclear weapons,nuclear power,reactors,high
q_001124,d_000560,0.9,0.9,all nations have a right to nuclear weapons,nuclear power plant,nuclear weapons,high
q_001125,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear powers,nuclear weapons,high
q_001125,d_000863,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear powers,us,high
q_001126,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear suppliers group,nuclear weapons,high
q_001127,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear technology,nuclear weapons,high
q_001127,d_000863,0.7,0.7,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear technology,us,high
q_001128,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear terrorism,nuclear weapons,high
q_001128,d_000833,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear terrorism,threat,high
q_001129,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear test,nuclear weapons,high
q_001130,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear testing,nuclear weapons,high
q_001131,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear tests,nuclear weapons,high
q_001132,d_000079,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear war,bombs,high
q_001132,d_000536,0.8,0.8,all nations have a right to nuclear weapons,nuclear war,nations,high
q_001132,d_000536,0.7,0.7,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear war,nations,high
q_001132,d_000553,0.7,0.7,all nations have a right to nuclear weapons,nuclear war,nuclear material,high
q_001132,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear war,nuclear weapons,high
q_001132,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear war,nuclear weapons,high
q_001132,d_000890,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear war,warheads,high
q_001133,d_000214,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapon,deterrence,high
q_001133,d_000215,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapon,developing nuclear weapons,high
q_001133,d_000509,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapon,missile,high
q_001133,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapon,nuclear weapons,high
q_001133,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapon,nuclear weapons,high
q_001133,d_000634,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapon,possess nuclear weapons,high
q_001133,d_000833,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapon,threat,high
q_001133,d_000890,0.9,0.9,all nations have a right to nuclear weapons,nuclear weapon,warheads,high
q_001134,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapon design,nuclear weapons,high
q_001135,d_000428,0.9,0.9,all nations have a right to nuclear weapons,nuclear weapon states,iran's nuclear program,high
q_001135,d_000536,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapon states,nations,high
q_001135,d_000557,0.8,0.8,all nations have a right to nuclear weapons,nuclear weapon states,nuclear testing,high
q_001135,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapon states,nuclear weapons,high
q_001135,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapon states,nuclear weapons,high
q_001135,d_000791,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapon states,states,high
q_001135,d_000833,0.7,0.7,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapon states,threat,high
q_001135,d_000863,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapon states,us,high
q_001136,d_000079,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons,bombs,high
q_001136,d_000376,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons,heavy water,high
q_001136,d_000549,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons,nuclear arms race,high
q_001136,d_000556,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons,nuclear test,high
q_001136,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapons,nuclear weapons,high
q_001136,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons,nuclear weapons,high
q_001136,d_000561,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapons,nuclear weapons tests,high
q_001136,d_000833,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons,threat,high
q_001137,d_000214,0.8,0.8,all nations have a right to nuclear weapons,nuclear weapons program,deterrence,high
q_001137,d_000215,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons program,developing nuclear weapons,high
q_001137,d_000509,0.7,0.7,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons program,missile,high
q_001137,d_000548,0.9,0.9,all nations have a right to nuclear weapons,nuclear weapons program,north korean nuclear,high
q_001137,d_000550,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapons program,nuclear bomb,high
q_001137,d_000551,0.8,0.8,all nations have a right to nuclear weapons,nuclear weapons program,nuclear explosion,high
q_001137,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapons program,nuclear weapons,high
q_001137,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons program,nuclear weapons,high
q_001137,d_000687,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons program,reactor,high
q_001137,d_000757,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons program,signed the npt,high
q_001137,d_000863,0.7,0.7,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons program,us,high
q_001137,d_000890,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons program,warheads,high
q_001138,d_000555,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons programs,nuclear suppliers group,high
q_001138,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons programs,nuclear weapons,high
q_001139,d_000079,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons states,bombs,high
q_001139,d_000536,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapons states,nations,high
q_001139,d_000547,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons states,north korean,high
q_001139,d_000551,0.7,0.7,all nations have a right to nuclear weapons,nuclear weapons states,nuclear explosion,high
q_001139,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapons states,nuclear weapons,high
q_001139,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons states,nuclear weapons,high
q_001139,d_000626,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons states,policy of deterrence,high
q_001139,d_000634,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons states,possess nuclear weapons,high
q_001139,d_000791,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons states,states,high
q_001139,d_000863,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,nuclear weapons states,us,high
q_001140,d_000560,1.0,1.0,all nations have a right to nuclear weapons,nuclear weapons tests,nuclear weapons,high
q_001141,d_000095,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,number of candidates,candidates,high
q_001141,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,number of candidates,elections,high
q_001141,d_000582,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,number of candidates,open primaries,high
q_001141,d_000659,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,number of candidates,proportional representation,high
q_001141,d_000882,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,number of candidates,voting system criteria,high
q_001142,d_000095,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,number of delegates,candidates,high
q_001142,d_000258,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,number of delegates,elections,high
q_001142,d_000582,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,number of delegates,open primaries,high
q_001143,d_000082,0.9,0.9,boxing should be banned,number of rounds,boxing,high
q_001144,d_000095,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,number of seats,candidates,high
q_001144,d_000258,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,number of seats,elections,high
q_001145,d_000245,0.8,0.8,endangered species should be protected,number of species,ecology,high
q_001145,d_000273,0.8,0.8,endangered species should be protected,number of species,endangered species,high
q_001145,d_000781,1.0,1.0,endangered species should be protected,number of species,species loss,high
q_001147,d_000095,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,number of voters,candidates,high
q_001147,d_000169,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,number of voters,counted,high
q_001147,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,number of voters,elections,high
q_001147,d_000582,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,number of voters,open primaries,high
q_001147,d_000880,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,number of voters,voters,high
q_001148,d_000095,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,number of votes,candidates,high
q_001148,d_000258,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,number of votes,elections,high
q_001148,d_000564,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,number of votes,number of seats,high
q_001148,d_000582,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,number of votes,open primaries,high
q_001149,d_000515,0.9,0.9,the monarchy should be abolished,oath of allegiance,monarchy,high
q_001150,d_000289,0.7,0.7,congressional earmarks should be abolished,obama,executive branch,high
q_001151,d_000628,0.8,0.8,democratic governments should require voters to present photo identification at the polling station,observers,polling station,high
q_001152,d_000331,1.0,1.0,gambling should be banned,odds,gambling,high
q_001153,d_000326,0.8,0.8,it is sometimes right for the government to restrict freedom of speech,official secrets act,freedom of speech,high
q_001153,d_000354,0.7,0.7,it is sometimes right for the government to restrict freedom of speech,official secrets act,government,high
q_001153,d_000460,0.8,0.8,the leaking of military documents by anat kamm is justified,official secrets act,leaking,high
q_001153,d_000504,0.8,0.8,the leaking of military documents by anat kamm is justified,official secrets act,military documents,high
q_001154,d_000018,0.9,0.9,the american jobs act should be passed,official unemployment rate,american jobs act,high
q_001155,d_000086,0.7,0.7,bribery is sometimes acceptable,officials,bribery,high
q_001156,d_000277,0.9,0.9,wind power should be a primary focus of future energy supply,offshore wind farm,energy supply,high
q_001156,d_000454,0.7,0.7,wind power should be a primary focus of future energy supply,offshore wind farm,largest wind farm,high
q_001156,d_000903,1.0,1.0,wind power should be a primary focus of future energy supply,offshore wind farm,wind power,high
q_001157,d_000263,0.9,0.9,wind power should be a primary focus of future energy supply,offshore wind farms,electricity generation,high
q_001157,d_000277,1.0,1.0,wind power should be a primary focus of future energy supply,offshore wind farms,energy supply,high
q_001157,d_000454,0.9,0.9,wind power should be a primary focus of future energy supply,offshore wind farms,largest wind farm,high
q_001157,d_000903,1.0,1.0,wind power should be a primary focus of future energy supply,offshore wind farms,wind power,high
q_001157,d_000904,0.9,0.9,wind power should be a primary focus of future energy supply,offshore wind farms,wind speed,high
q_001158,d_000264,0.9,0.9,wind power should be a primary focus of future energy supply,offshore wind power,electricity production,high
q_001158,d_000277,1.0,1.0,wind power should be a primary focus of future energy supply,offshore wind power,energy supply,high
q_001158,d_000903,1.0,1.0,wind power should be a primary focus of future energy supply,offshore wind power,wind power,high
q_001159,d_000439,0.8,0.8,the keystone xl pipeline should be built,ogallala,keystone xl pipeline,high
q_001160,d_000439,0.9,0.9,the keystone xl pipeline should be built,ogallala aquifer,keystone xl pipeline,high
q_001161,d_000439,1.0,1.0,the keystone xl pipeline should be built,oil,keystone xl pipeline,high
q_001161,d_000853,1.0,1.0,the keystone xl pipeline should be built,oil,unconventional oil,high
q_001162,d_000439,1.0,1.0,the keystone xl pipeline should be built,oil and gas,keystone xl pipeline,high
q_001164,d_000276,0.8,0.8,the keystone xl pipeline should be built,oil production,energy,high
q_001164,d_000439,1.0,1.0,the keystone xl pipeline should be built,oil production,keystone xl pipeline,high
q_001165,d_000439,0.9,0.9,the keystone xl pipeline should be built,oil sands,keystone xl pipeline,high
q_001166,d_000276,0.7,0.7,the keystone xl pipeline should be built,oil sands extraction,energy,high
q_001166,d_000439,1.0,1.0,the keystone xl pipeline should be built,oil sands extraction,keystone xl pipeline,high
q_001168,d_000481,0.9,0.9,a mandatory retirement age should be used,older adults,mandatory retirement age,high
q_001169,d_000481,0.8,0.8,a mandatory retirement age should be used,older generation,mandatory retirement age,high
q_001169,d_000609,0.9,0.9,a mandatory retirement age should be used,older generation,pension scheme,high
q_001169,d_000806,0.8,0.8,a mandatory retirement age should be used,older generation,successful ageing,high
q_001171,d_000481,0.8,0.8,a mandatory retirement age should be used,older people,mandatory retirement age,high
q_001171,d_000574,0.8,0.8,a mandatory retirement age should be used,older people,older patients,high
q_001172,d_000654,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,olympic champion,professional sports,high
q_001176,d_000331,1.0,1.0,gambling should be banned,online casinos,gambling,high
q_001177,d_000331,1.0,1.0,gambling should be banned,online gambling,gambling,high
q_001178,d_000875,1.0,1.0,the sale of violent video games to minors should be banned,online games,violent video games,high
q_001179,d_000331,0.9,0.9,gambling should be banned,online lotteries,gambling,high
q_001180,d_000068,0.9,0.9,gambling should be banned,online poker,bet,high
q_001180,d_000331,1.0,1.0,gambling should be banned,online poker,gambling,high
q_001180,d_000650,0.7,0.7,gambling should be banned,online poker,prize,high
q_001181,d_000015,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,open primary,alternative vote,high
q_001181,d_000095,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,open primary,candidates,high
q_001181,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,open primary,elections,high
q_001181,d_000582,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,open primary,open primaries,high
q_001183,d_000585,1.0,1.0,opinion polls harm the democratic process,opinion,opinion polls,high
q_001183,d_000629,0.7,0.7,opinion polls harm the democratic process,opinion,pollster,high
q_001184,d_000210,0.9,0.9,opinion polls harm the democratic process,opinion poll,democratic process,high
q_001184,d_000585,1.0,1.0,opinion polls harm the democratic process,opinion poll,opinion polls,high
q_001185,d_000150,0.7,0.7,opinion polls harm the democratic process,opinion polls,confidence interval,high
q_001185,d_000210,0.9,0.9,opinion polls harm the democratic process,opinion polls,democratic process,high
q_001185,d_000585,1.0,1.0,opinion polls harm the democratic process,opinion polls,opinion polls,high
q_001185,d_000726,0.8,0.8,opinion polls harm the democratic process,opinion polls,sampling error,high
q_001186,d_000585,1.0,1.0,opinion polls harm the democratic process,opinions,opinion polls,high
q_001187,d_000009,0.7,0.7,the use of affirmative action is justified,opportunity,affirmative action,high
q_001189,d_000046,1.0,1.0,atheism is the only way,opposition to god,atheism,high
q_001191,d_000053,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,orderly default,austerity measures,high
q_001191,d_000192,0.8,0.8,europe should weaken its austerity measures to guarantee its citizens greater social support,orderly default,debts,high
q_001191,d_000374,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,orderly default,harsh austerity,high
q_001193,d_000839,1.0,1.0,all collective bargaining rights claimed by trades unions should be abolished,organization,trades unions,high
q_001194,d_000839,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,organize,trades unions,high
q_001196,d_000277,0.8,0.8,wind power should be a primary focus of future energy supply,output,energy supply,high
q_001197,d_000120,1.0,1.0,the one-child policy of china is justified,overpopulation,china,high
q_001197,d_000304,0.9,0.9,the one-child policy of china is justified,overpopulation,family planning programs,high
q_001197,d_000313,0.9,0.9,the one-child policy of china is justified,overpopulation,fertility rate,high
q_001197,d_000577,1.0,1.0,the one-child policy of china is justified,overpopulation,one child policy,high
q_001197,d_000837,0.9,0.9,the one-child policy of china is justified,overpopulation,total population,high
q_001198,d_000413,0.8,0.8,intellectual property rights should be abolished,ownership,intellectual property rights,high
q_001201,d_000909,0.9,0.9,housewives should be paid for their work,paid,work,high
q_001202,d_000391,0.8,0.8,housewives should be paid for their work,paid work,housewives,high
q_001202,d_000909,1.0,1.0,housewives should be paid for their work,paid work,work,high
q_001203,d_000634,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,pakistan,possess nuclear weapons,high
q_001205,d_000053,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,paradox of thrift,austerity measures,high
q_001205,d_000249,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,paradox of thrift,economy,high
q_001205,d_000692,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,paradox of thrift,recession,high
q_001205,d_000728,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,paradox of thrift,savings,high
q_001206,d_000413,1.0,1.0,intellectual property rights should be abolished,paris convention,intellectual property rights,high
q_001209,d_000095,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,parties,candidates,high
q_001209,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,parties,elections,high
q_001209,d_000582,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,parties,open primaries,high
q_001210,d_000095,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,party,candidates,high
q_001210,d_000258,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,party,elections,high
q_001210,d_000582,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,party,open primaries,high
q_001210,d_000704,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,party,republican,high
q_001211,d_000309,0.8,0.8,democratic governments should require voters to present photo identification at the polling station,party or candidate,federal elections,high
q_001213,d_000086,1.0,1.0,bribery is sometimes acceptable,passive bribery,bribery,high
q_001215,d_000413,1.0,1.0,intellectual property rights should be abolished,patent,intellectual property rights,high
q_001216,d_000413,1.0,1.0,intellectual property rights should be abolished,patent laws,intellectual property rights,high
q_001217,d_000413,0.9,0.9,intellectual property rights should be abolished,patent rights,intellectual property rights,high
q_001218,d_000413,1.0,1.0,intellectual property rights should be abolished,patents,intellectual property rights,high
q_001218,d_000467,0.8,0.8,intellectual property rights should be abolished,patents,license,high
q_001218,d_000667,0.8,0.8,intellectual property rights should be abolished,patents,public property,high
q_001219,d_000331,1.0,1.0,gambling should be banned,pathological gambling,gambling,high
q_001219,d_000474,0.7,0.7,gambling should be banned,pathological gambling,lotto,high
q_001221,d_000104,0.9,0.9,the catholic church is justified in forbidding the use of barrier methods of contraception,paul vi,catholic church,high
q_001223,d_000803,0.9,0.9,states should not subsidize the growing of tobacco,payments,subsidize,high
q_001224,d_000063,0.8,0.8,boxing should be banned,peek a boo,bare knuckle,high
q_001224,d_000082,1.0,1.0,boxing should be banned,peek a boo,boxing,high
q_001225,d_000023,0.9,0.9,the leaking of military documents by anat kamm is justified,penalty for treason,anat kamm,high
q_001226,d_000269,0.8,0.8,a mandatory retirement age should be used,pension,employment,high
q_001226,d_000481,0.8,0.8,a mandatory retirement age should be used,pension,mandatory retirement age,high
q_001229,d_000266,0.7,0.7,the leaking of military documents by anat kamm is justified,pentagon papers,ellsberg and russo,high
q_001229,d_000460,0.7,0.7,the leaking of military documents by anat kamm is justified,pentagon papers,leaking,high
q_001229,d_000504,1.0,1.0,the leaking of military documents by anat kamm is justified,pentagon papers,military documents,high
q_001229,d_000889,0.8,0.8,the leaking of military documents by anat kamm is justified,pentagon papers,war logs,high
q_001231,d_000437,0.7,0.7,us should re-engage myanmar,people of burma,kachin state,high
q_001231,d_000526,1.0,1.0,us should re-engage myanmar,people of burma,myanmar,high
q_001231,d_000813,0.8,0.8,us should re-engage myanmar,people of burma,suu kyi,high
q_001231,d_000831,0.7,0.7,us should re-engage myanmar,people of burma,thein sein,high
q_001232,d_000009,1.0,1.0,the use of affirmative action is justified,people of color,affirmative action,high
q_001232,d_000676,1.0,1.0,the use of affirmative action is justified,people of color,racial differences,high
q_001234,d_000025,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing drugs,androgenic steroids,high
q_001234,d_000387,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing drugs,hormone,high
q_001234,d_000612,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing drugs,performance enhancing drugs,high
q_001234,d_000654,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing drugs,professional sports,high
q_001234,d_000730,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing drugs,schedule iii,high
q_001234,d_000805,0.8,0.8,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing drugs,substance dependence,high
q_001234,d_000816,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing drugs,systematic doping,high
q_001235,d_000005,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing substances,abuse potential,high
q_001235,d_000047,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing substances,athlete,high
q_001235,d_000387,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing substances,hormone,high
q_001235,d_000612,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing substances,performance enhancing drugs,high
q_001235,d_000654,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,performance enhancing substances,professional sports,high
q_001237,d_000066,0.8,0.8,the catholic church is justified in forbidding the use of barrier methods of contraception,periodic abstinence,barrier methods of contraception,high
q_001241,d_000618,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,photo id,photo identification,high
q_001242,d_000618,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,photo identification,photo identification,high
q_001242,d_000880,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,photo identification,voters,high
q_001244,d_000439,1.0,1.0,the keystone xl pipeline should be built,pipeline,keystone xl pipeline,high
q_001245,d_000439,1.0,1.0,the keystone xl pipeline should be built,pipelines,keystone xl pipeline,high
q_001246,d_000104,0.9,0.9,the catholic church is justified in forbidding the use of barrier methods of contraception,pius xii,catholic church,high
q_001249,d_000305,0.9,0.9,the one-child policy of china is justified,planning,family planning services,high
q_001252,d_000114,0.7,0.7,the sale of violent video games to minors should be banned,player,character,high
q_001252,d_000800,0.9,0.9,the sale of violent video games to minors should be banned,player,strategy games,high
q_001252,d_000875,0.9,0.9,the sale of violent video games to minors should be banned,player,violent video games,high
q_001253,d_000875,0.9,0.9,the sale of violent video games to minors should be banned,playing video games,violent video games,high
q_001254,d_000015,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,plurality voting,alternative vote,high
q_001254,d_000095,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,plurality voting,candidates,high
q_001254,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,plurality voting,elections,high
q_001254,d_000582,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,plurality voting,open primaries,high
q_001254,d_000882,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,plurality voting,voting system criteria,high
q_001255,d_000331,1.0,1.0,gambling should be banned,poker,gambling,high
q_001256,d_000028,0.9,0.9,exploitation of the antarctic continent should be ceased,polar,antarctic continent,high
q_001256,d_000295,0.7,0.7,exploitation of the antarctic continent should be ceased,polar,explorer,high
q_001257,d_000560,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,policy of deterrence,nuclear weapons,high
q_001259,d_000086,1.0,1.0,bribery is sometimes acceptable,political corruption,bribery,high
q_001260,d_000095,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,political parties,candidates,high
q_001260,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,political parties,elections,high
q_001260,d_000544,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,political parties,nomination,high
q_001260,d_000582,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,political parties,open primaries,high
q_001260,d_000704,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,political parties,republican,high
q_001261,d_000526,0.8,0.8,us should re-engage myanmar,political prisoners,myanmar,high
q_001263,d_000210,0.9,0.9,opinion polls harm the democratic process,poll,democratic process,high
q_001263,d_000257,0.9,0.9,opinion polls harm the democratic process,poll,election results,high
q_001263,d_000584,1.0,1.0,opinion polls harm the democratic process,poll,opinion poll,high
q_001263,d_000585,1.0,1.0,opinion polls harm the democratic process,poll,opinion polls,high
q_001263,d_000726,0.9,0.9,opinion polls harm the democratic process,poll,sampling error,high
q_001264,d_000479,0.9,0.9,opinion polls harm the democratic process,poll results,majority opinion,high
q_001264,d_000585,1.0,1.0,opinion polls harm the democratic process,poll results,opinion polls,high
q_001265,d_000210,0.9,0.9,opinion polls harm the democratic process,polling,democratic process,high
q_001265,d_000585,1.0,1.0,opinion polls harm the democratic process,polling,opinion polls,high
q_001266,d_000339,0.7,0.7,opinion polls harm the democratic process,polling organizations,general election,high
q_001266,d_000585,1.0,1.0,opinion polls harm the democratic process,polling organizations,opinion polls,high
q_001266,d_000810,0.9,0.9,opinion polls harm the democratic process,polling organizations,survey results,high
